month,active_users,buyers,active_user_purchase_rate,active_user_purchase_rate_ci_low,active_user_purchase_rate_ci_high,cart_users,user_cart_to_purchase_rate,user_cart_to_purchase_rate_ci_low,user_cart_to_purchase_rate_ci_high
2019-10,399664,25762,0.0644591456823732,0.06370197800201238,0.06522468618422123,133818,0.19251520722174895,0.19041153734130267,0.19463653092560423
2019-11,368232,31524,0.085609072541224,0.0847096965256882,0.08651709477750795,95939,0.3285837876150471,0.32561850671891257,0.3315627956952115
2019-12,370154,25613,0.06919552402513549,0.06838240173817826,0.07001758832703288,83458,0.30689688226413286,0.3037767456495972,0.31003479526420885
2020-01,410073,28220,0.0688170155069951,0.06804624560234049,0.0695958640563582,92653,0.30457729377354215,0.30162198335881163,0.3075488088387933
2020-02,391055,25759,0.06587052972088325,0.06509731185258784,0.06665227700519293,89269,0.28855481746182887,0.2855916802396236,0.29153615255471194
