file_name,month,rows,min_event_time,max_event_time,unique_sessions
2019-Oct.csv,2019-10,4102283,2019-10-01 00:00:00 UTC,2019-10-31 23:59:54 UTC,873960
2019-Nov.csv,2019-11,4635837,2019-11-01 00:00:02 UTC,2019-11-30 23:59:58 UTC,942022
2019-Dec.csv,2019-12,3533286,2019-12-01 00:00:00 UTC,2019-12-31 23:59:57 UTC,839812
2020-Jan.csv,2020-01,4264752,2020-01-01 00:00:00 UTC,2020-01-31 23:59:58 UTC,965351
2020-Feb.csv,2020-02,4156682,2020-02-01 00:00:01 UTC,2020-02-29 23:59:59 UTC,931668
