month,total_events,view_events,cart_events,remove_from_cart_events,purchase_events,active_users,view_users,cart_users,buyers,sessions,sessions_with_view,sessions_with_cart,sessions_with_purchase,sessions_view_and_cart,sessions_cart_and_purchase,sessions_view_and_purchase,sessions_full_funnel,revenue,avg_item_price,aov_purchase_session,revenue_per_buyer,user_view_to_cart_rate,user_cart_to_purchase_rate,user_view_to_purchase_rate,active_user_purchase_rate,session_view_to_cart_rate,session_cart_to_purchase_rate,session_view_to_purchase_rate,session_purchase_rate,cart_remove_event_ratio
2019-10,4102283,1862164,1232385,762110,245624,399664,388331,133818,25762,873960,826147,228145,29326,190749,24191,22199,20487,1211538.43,4.93249206103638,41.31277467094046,47.028120099371165,0.34459777869909947,0.19251520722174895,0.06634031277441152,0.0644591456823732,0.2308899021602693,0.10603344364329703,0.026870520621632712,0.03355531145590187,0.6184025284306447
2019-11,4635837,2076132,1311807,925481,322417,368232,355643,95939,31524,942022,883543,212862,36568,168038,29508,27432,25031,1531016.9,4.748561335165329,41.867668453292495,48.56670790508819,0.269762092885281,0.3285837876150471,0.08863945023520778,0.085609072541224,0.19018655571941603,0.13862502466386672,0.031047724898505224,0.03881862631658284,0.7055008854198827
2019-12,3533286,1728331,927124,664655,213176,370154,358212,83458,25613,839812,794416,165295,28894,130124,23603,21675,19819,1077624.85,5.055094616654784,37.29580016612446,42.07335532737282,0.23298493629470815,0.30689688226413286,0.07150235056335355,0.06919552402513549,0.16379831221929064,0.1427931879367192,0.027284193671829368,0.034405319285744904,0.7168997890249847
2020-01,4264752,2037608,1148323,815024,263797,410073,397775,92653,28220,965351,912885,196304,32385,155895,26313,24101,22113,1321535.48,5.009668343461071,40.80702423961711,46.82974769666903,0.23292816290616555,0.30457729377354215,0.07094462950160267,0.0688170155069951,0.17077178395964443,0.13404209797049474,0.026400915778000515,0.033547383283386044,0.7097515246145901
2020-02,4156682,1953586,1148694,812409,241993,391055,379246,89269,25759,931668,875307,189879,29401,146464,23488,21740,19793,1206289.21,4.984810345753803,41.02884969898983,46.82981521021779,0.23538547539064353,0.28855481746182887,0.06792161288451296,0.06587052972088325,0.16732872009477817,0.12369982989166785,0.02483700004684071,0.0315573788087602,0.7072457939190071
